name	block	poss	xcoord	ycoord	treat	col.E	total_treat	flooded	tag	mother	sp	poss	A	E	U	gs	Tlm	Qleaf	jam	starttime 	time	dtime	Ci	com	date	cycle.start	dia
E65	E	65	18	4	15	red	14	1	E_Sbec_65	Sbec_Sfr	sbec	65	-0.34	0.26	NA	NA	NA	367	12:00	08:00	04:00	4	NA	NA	03.08.2015	14.07.2015	3.69
E65	E	65	18	4	15	red	17	1	E_Sbec_65	Sbec_Sfr	sbec	65	-0.98	0.47	70.8	0.01	37.2	341	14:10	08:00	06:10	6.17	483	NA	12.08.2015	04.08.2015	3.69
E67	E	67	19	4	3	orange	3	0	E_Dry_67	DL_m_1	dry	67	-0.17	0.38	71.9	0.01	38.9	441	14:17	08:00	06:17	6.28	389	NA	12.08.2015	04.08.2015	5.71
E72	E	72	21.5	4	3	orange	3	0	E_Ssmi_72	Ssmi_m_2	ssmi	72	4.63	1.48	70.1	0.11	39.2	211	14:23	08:00	06:23	6.38	262	NA	12.08.2015	04.08.2015	4.19
E74	E	74	18.5	4.5	6	yellow	11	1	E_Ptom_74	Ptom_4	ptom	74	1.21	0.31	71.5	0.21	36.9	213	11:42	08:00	03:42	3.7	298	NA	24.08.2015	04.08.2015	5.02
E75	E	75	19	4.5	0	white	0	0	E_Sjoh_75	SJ_m_4	sjoh	75	1.62	0.98	70.5	0.05	38.5	244	14:29	08:00	06:29	6.48	313	NA	12.08.2015	04.08.2015	4.93
E75	E	75	19	4.5	0	white	0	1	E_Sjoh_75	SJ_m_4	sjoh	75	3.08	1.26	NA	NA	NA	92	13:05	08:00	05:05	5.08	NA	NA	30.07.2015	14.07.2015	4.93
E79	E	79	21	4.5	9	black 	13	1	E_Pmal_79	Pmal_tawau	pmal	79	0.19	1.52	71.3	0.16	35.5	324	16:56	08:00	08:56	8.93	391	NA	20.08.2015	04.08.2015	4.02
E79	E	79	21	4.5	9	black 	17	1	E_Pmal_79	Pmal_tawau	pmal	79	1.31	0.21	71.6	0.31	37.4	431	11:47	08:00	03:47	3.78	310	NA	24.08.2015	04.08.2015	4.02
E80	E	80	21.5	4.5	21	green	17	1	E_Ptom_80	Pt_m_5	ptom	80	-0.57	0.2	NA	NA	NA	523	11:58	08:00	03:58	3.97	NA	NA	31.07.2015	14.07.2015	4.77
E81	E	81	18	5	3	orange	3	0	E_Ptom_81	Ptom_2_RDC	ptom	81	2.65	1.03	70.1	0.06	39	214	14:35	08:00	06:35	6.58	266	NA	12.08.2015	04.08.2015	3.87
E83	E	83	19	5	12	blue	11	1	E_Dry_83	DL_m_3	dry	83	-0.46	0.38	NA	NA	NA	358	12:06	08:00	04:06	4.1	NA	NA	03.08.2015	14.07.2015	4.54
E83	E	83	19	5	12	blue	19	1	E_Dry_83	DL_m_3	dry	83	0.39	0.31	71.9	0.91	35.9	398	16:00	08:00	08:00	8	348	NA	20.08.2015	04.08.2015	4.54
E83	E	83	19	5	12	blue	23	1	E_Dry_83	DL_m_3	dry	83	1.49	0.31	71.7	0.41	37.5	391	11:52	08:00	03:52	3.87	122	NA	24.08.2015	04.08.2015	4.54
E84	E	84	19.5	5	6	yellow	11	1	E_Sjoh_84	SJ_m_10	sjoh	84	1.3	1.91	71.3	0.01	36.1	321	11:57	08:00	03:57	3.95	133	NA	24.08.2015	04.08.2015	3.37
E85	E	85	20	5	6	yellow	1	1	E_Ssmi_85	9H_Ssmi_4	ssmi	85	4.56	1.3	NA	NA	NA	97	13:10	08:00	05:10	5.17	NA	NA	30.07.2015	14.07.2015	5.28
E85	E	85	20	5	6	yellow	6	1	E_Ssmi_85	9H_Ssmi_4	ssmi	85	0.68	0.47	NA	NA	NA	322	10:43	08:00	02:43	2.72	NA	NA	04.08.2015	14.07.2015	5.28
E86	E	86	20.5	5	6	yellow	5	1	E_Sjoh_86	SJ_m_6	sjoh	86	1.14	1.85	NA	NA	NA	353	12:12	08:00	04:12	4.2	NA	NA	03.08.2015	14.07.2015	4.17
E86	E	86	20.5	5	6	yellow	11	1	E_Sjoh_86	SJ_m_6	sjoh	86	1.21	1.33	71.4	0.09	37.5	255	12:02	08:00	04:02	4.03	129	NA	24.08.2015	04.08.2015	4.17
E87	E	87	21	5	0	white	0	0	E_Sbec_87	SHOREABECCARINA_Sbec	sbec	87	-0.57	0.68	NA	NA	NA	87	12:18	08:00	04:18	4.3	NA	NA	03.08.2015	14.07.2015	4.5
E89	E	89	18	5.5	15	red	17	1	E_Pmal_89	Pm_m_6	pmal	89	-0.39	0.59	70.1	0.03	39.2	198	14:41	08:00	06:41	6.68	375	NA	12.08.2015	04.08.2015	3.45
E92	E	92	19.5	5.5	0	white	0	1	E_Pmal_92	9L_Pmal_9	pmal	92	2.16	1.65	NA	NA	NA	82	15:40	08:00	07:40	7.67	NA	NA	29.07.2015	14.07.2015	2.73
E92	E	92	19.5	5.5	0	white	0	1	E_Pmal_92	9L_Pmal_9	pmal	92	3.65	1.68	NA	NA	NA	118	12:25	08:00	04:25	4.42	NA	NA	30.07.2015	14.07.2015	2.73
E94	E	94	20.5	5.5	0	white	0	0	E_Sxan_94	9K_Sxan_2	sxan	94	1.96	0.88	70.8	0.05	32.3	139	14:21	08:00	06:21	6.35	3.16	NA	24.08.2015	04.08.2015	2.99
E95	E	95	21	5.5	3	orange	5	1	E_Pmal_95	Pm_m_3	pmal	95	1.09	0.72	69.5	0.04	32.9	124	14:29	08:00	06:29	6.48	328	NA	24.08.2015	04.08.2015	3.95
E96	E	96	21.5	5.5	9	black	8	1	E_Slep_96	Slep_1	slep	96	0.23	0.49	NA	NA	NA	146	14:45	08:00	06:45	6.75	NA	NA	03.08.2015	14.07.2015	4.23
E96	E	96	21.5	5.5	9	black 	17	1	E_Slep_96	Slep_1	slep	96	0.08	0.48	70.1	0.03	36.7	121	14:37	08:00	06:37	6.62	4.24	NA	24.08.2015	04.08.2015	4.23
E97	E	97	18	6	21	green 	37	1	E_Pmal_97	Pm_m_4	pmal	97	0.69	0.49	70.8	0.31	32.8	488	16:05	08:00	08:05	8.08	322	NA	20.08.2015	04.08.2015	3.62
E98	E	98	18.5	6	9	black 	13	1	E_Pmal_98	Pmal_m_2	pmal	98	1.1	0.39	71.7	0.68	36.3	311	16:11	08:00	08:11	8.18	249	NA	20.08.2015	04.08.2015	3.38
