cenus	name	mother	block	poss	xcoord	ycoord	treat	col.E	tag	sp	dia	height	leaf	sday	surv	Bleaf	Bstem	Broot	Btotal
0	B50	8m_SJoh_6	B	50	5	3	12	blue	B_Sjoh_50	Sjoh	2.61	300	2	31	1	NA	NA	NA	NA
0	B51	Sp_m_3	B	51	5.5	3	18	silver	B_Spar_51	Spar	5.39	472	11	84	1	NA	NA	NA	NA
0	B52	SS	B	52	6	3	18	silver	B_Ssem_52	Ssem	3.89	243	7	60	1	NA	NA	NA	NA
0	B53	DL_m_6	B	53	6.5	3	9	black	B_Dry_53	Dry	3.14	344	7	84	1	NA	NA	NA	NA
0	B54	DL_Tawau	B	54	7	3	3	orange	B_Dry_54	Dry	4.53	405	12	84	1	NA	NA	NA	NA
0	B55	SL_m_1	B	55	7.5	3	9	black	B_Slep_55	Slep	2.85	306	6	84	1	NA	NA	NA	NA
0	B56	Ssmi_4	B	56	8	3	0	white	B_Ssmi_56	Ssmi	5.03	374	7	84	1	NA	NA	NA	NA
0	B57	8L_SJoh_50	B	57	4.5	3.5	9	black	B_Sjoh_57	Sjoh	4.39	311	7	42	1	NA	NA	NA	NA
0	B58	9J_Ptom_14	B	58	5	3.5	18	silver	B_Ptom_58	Ptom	2.91	130	4	22	1	NA	NA	NA	NA
0	B59	Ssmi_3A	B	59	5.5	3.5	18	silver	B_Ssmi_59	Ssmi	3.25	235	6	25	1	NA	NA	NA	NA
0	B60	8K_SJoh_8	B	60	6	3.5	0	white	B_Sjoh_60	Sjoh	3.71	290	3	84	1	NA	NA	NA	NA
0	B61	9H_Ssmi_4	B	61	6.5	3.5	9	black	B_Ssmi_61	Ssmi	5.14	423	9	84	1	NA	NA	NA	NA
0	B62	11H_Sxan_1	B	62	7	3.5	3	orange	B_Sxan_62	Sxan	5.42	373	9	84	1	NA	NA	NA	NA
0	B63	8P_Slep_4	B	63	7.5	3.5	15	red	B_Slep_63	Slep	4.23	290	8	84	1	NA	NA	NA	NA
0	B64	Pt_m_5	B	64	8	3.5	3	orange	B_Ptom_64	Ptom	4.43	398	5	84	1	NA	NA	NA	NA
0	B65	DL_m_2	B	65	4.5	4	6	yellow	B_Dry_65	Dry	5.34	582	12	84	1	NA	NA	NA	NA
0	B66	Ssmi_19	B	66	5	4	12	blue	B_Ssmi_66	Ssmi	5.59	491	4	84	1	NA	NA	NA	NA
0	B67	Pm_m_4	B	67	5.5	4	21	green	B_Pmal_67	Pmal	4.51	223	6	84	1	NA	NA	NA	NA
0	B68	ou_SJoh	B	68	6	4	6	yellow	B_Sjoh_68	Sjoh	4.66	351	9	84	1	NA	NA	NA	NA
0	B69	SL_m_72	B	69	6.5	4	15	red	B_Slep_69	Slep	4.36	360	13	84	1	NA	NA	NA	NA
0	B70	SS	B	70	7	4	0	white	B_Ssem_70	Ssem	3.42	210	9	84	1	NA	NA	NA	NA
0	B71	9Q_Spar_10	B	71	7.5	4	21	green	B_Spar_71	Spar	5.14	310	13	26	1	NA	NA	NA	NA
0	B72	Ssmi_Tawau	B	72	8	4	6	yellow	B_Ssmi_72	Ssmi	4.16	319	6	47	1	NA	NA	NA	NA
0	B73	Spar_1	B	73	4.5	4.5	6	yellow	B_Spar_73	Spar	3.22	300	4	84	1	NA	NA	NA	NA
0	B74	Pmal_m_1	B	74	5	4.5	12	blue	B_Pmal_74	Pmal	3.97	350	5	84	1	NA	NA	NA	NA
0	B75	Slep_1	B	75	5.5	4.5	6	yellow	B_Slep_75	Slep	4.49	344	6	84	1	NA	NA	NA	NA
0	B76	Ptom_3_rdc	B	76	6	4.5	6	yellow	B_Ptom_76	Ptom	4.84	283	4	84	1	NA	NA	NA	NA
0	B77	SJ_m_5	B	77	6.5	4.5	6	yellow	B_Sjoh_77	Sjoh	3.13	300	7	84	1	NA	NA	NA	NA
0	B78	8K_SJoh_8	B	78	7	4.5	9	black	B_Sjoh_78	Sjoh	3.3	301	7	84	1	NA	NA	NA	NA
0	B79	8m_SJoh_7	B	79	7.5	4.5	18	silver	B_Sjoh_79	Sjoh	4.1	320	8	41	1	NA	NA	NA	NA
0	B80	S.Joh_m_7	B	80	8	4.5	15	red	B_Sjoh_80	Sjoh	3.57	271	7	72	1	NA	NA	NA	NA
0	B81	SS	B	81	4.5	5	9	black	B_Ssem_81	Ssem	4.04	302	7	84	1	NA	NA	NA	NA
0	B82	Pt_m_4	B	82	5	5	3	orange	B_Ptom_82	Ptom	4.16	390	6	33	1	NA	NA	NA	NA
0	B83	8m_SJoh_9	B	83	5.5	5	15	red	B_Sjoh_83	Sjoh	4.11	286	4	32	1	NA	NA	NA	NA
0	B84	SS	B	84	6	5	9	black	B_Ssem_84	Ssem	3.42	174	9	84	1	NA	NA	NA	NA
0	B85	SHOREABECCARINA_Sbec	B	85	6.5	5	12	blue	B_Sbec_85	Sbec	3.21	191	3	44	1	NA	NA	NA	NA
0	B86	Ssmi_Tawau	B	86	7	5	18	silver	B_Ssmi_86	Ssmi	5.02	304	6	84	1	NA	NA	NA	NA
0	B87	DL_m_1	B	87	7.5	5	18	silver	B_Dry_87	Dry	7.17	611	10	84	1	NA	NA	NA	NA
0	B88	SL_maliau	B	88	8	5	12	blue	B_Slep_88	Slep	4.3	411	9	14	1	NA	NA	NA	NA
0	B89	12H_Pmal_1	B	89	4.5	5.5	3	orange	B_Pmal_89	Pmal	4.05	321	7	84	1	NA	NA	NA	NA
0	B90	SJ_m_4	B	90	5	5.5	3	orange	B_Sjoh_90	Sjoh	3.46	411	4	84	1	NA	NA	NA	NA
0	B91	Sbec_Sfr	B	91	5.5	5.5	18	silver	B_Sbec_91	Sbec	4.73	352	7	14	1	NA	NA	NA	NA
0	B92	Ssem_ou	B	92	6	5.5	18	silver	B_Ssem_92	Ssem	2.97	192	4	81	1	NA	NA	NA	NA
0	B93	9K_Sxan_29	B	93	6.5	5.5	9	black	B_Sxan_93	Sxan	2.97	115	5	40	1	NA	NA	NA	NA
0	B94	DL_m_6	B	94	7	5.5	0	white	B_Dry_94	Dry	3.16	243	8	84	1	NA	NA	NA	NA
0	B95	Sxan_3_RDC	B	95	7.5	5.5	0	white	B_Sxan_95	Sxan	2.81	381	10	84	1	NA	NA	NA	NA
0	B96	8L_Pmal_9	B	96	8	5.5	6	yellow	B_Pmal_96	Pmal	4.2	255	8	84	1	NA	NA	NA	NA
0	B97	Ssmi_19	B	97	4.5	6	6	yellow	B_Ssmi_97	Ssmi	4.92	420	7	84	1	NA	NA	NA	NA
0	B98	8_m_Pmal_8	B	98	5	6	18	silver	B_Pmal_98	Pmal	4.17	290	7	32	1	NA	NA	NA	NA
0	B99	Ptom_2_RDC	B	99	5.5	6	21	green	B_Ptom_99	Ptom	3.6	170	7	41	1	NA	NA	NA	NA
0	B100	SHOREABECCARINA_Sbec	B	100	6	6	6	yellow	B_Sbec_100	Sbec	4.84	341	4	84	1	NA	NA	NA	NA
0	B101	SL_m_114	B	101	6.5	6	21	green	B_Slep_101	Slep	3.64	400	7	48	1	NA	NA	NA	NA
0	B102	SS	B	102	7	6	21	green	B_Ssem_102	Ssem	2.62	203	7	14	1	NA	NA	NA	NA
0	B103	8Pslep_2	B	103	7.5	6	21	green	B_Slep_103	Slep	4.08	352	6	84	1	NA	NA	NA	NA
0	B104	Ssem_ou	B	104	8	6	6	yellow	B_Ssem_104	Ssem	3.97	230	6	84	1	NA	NA	NA	NA
0	B105	DL_Tawau	B	105	4.5	6.5	15	red	B_Dry_105	Dry	3.97	442	8	84	1	NA	NA	NA	NA
0	B106	Dl_m_4	B	106	5	6.5	18	silver	B_Dry_106	Dry	5.14	515	13	84	1	NA	NA	NA	NA
0	B107	SP_m_5	B	107	5.5	6.5	15	red	B_Spar_107	Spar	3.28	321	9	14	1	NA	NA	NA	NA
0	B108	8L_Sxan_10	B	108	6	6.5	0	white	B_Sxan_108	Sxan	3.36	161	2	84	1	NA	NA	NA	NA
0	B109	8m_SJoh_7	B	109	6.5	6.5	12	blue	B_Sjoh_109	Sjoh	4.09	341	8	84	1	NA	NA	NA	NA
0	B110	11H_Sxan_1	B	110	7	6.5	6	yellow	B_Sxan_110	Sxan	2.97	189	4	84	1	NA	NA	NA	NA
0	B111	9K_Sxan_2	B	111	7.5	6.5	18	silver	B_Sxan_111	Sxan	2.98	219	5	61	1	NA	NA	NA	NA
0	B112	8m_Sxan_3	B	112	8	6.5	15	red	B_Sxan_112	Sxan	3.94	278	4	33	1	NA	NA	NA	NA
0	B113	12I_Slep_3	B	113	4.5	7	12	blue	B_Slep_113	Slep	5.23	535	11	84	1	NA	NA	NA	NA
0	B114	Sbec_Sfr	B	114	5	7	15	red	B_Sbec_114	Sbec	3.93	280	5	32	1	NA	NA	NA	NA
0	B115	SL_m_6	B	115	5.5	7	0	white	B_Slep_115	Slep	3.96	515	5	84	1	NA	NA	NA	NA
0	B116	S.Joh_m_7	B	116	6	7	21	green	B_Sjoh_116	Sjoh	2.74	232	4	84	1	NA	NA	NA	NA
0	B117	8L_Ptom_6	B	117	6.5	7	6	yellow	B_Ptom_117	Ptom	4.04	195	4	84	1	NA	NA	NA	NA
0	B118	Pmal_1_RDC	B	118	7	7	15	red	B_Pmal_118	Pmal	4.65	340	6	58	1	NA	NA	NA	NA
0	B119	Ssmi_5	B	119	7.5	7	21	green	B_Ssmi_119	Ssmi	4.14	255	6	84	1	NA	NA	NA	NA
0	B120	SS	B	120	8	7	12	blue	B_Ssem_120	Ssem	3.14	232	7	84	1	NA	NA	NA	NA
0	B121	Sxan_1	B	121	4.5	7.5	12	blue	B_Sxan_121	Sxan	4.11	200	4	31	1	NA	NA	NA	NA
0	B122	DL_m_7	B	122	5	7.5	21	green	B_Dry_122	Dry	5.27	520	17	84	1	NA	NA	NA	NA
0	B123	SS	B	123	5.5	7.5	3	orange	B_Ssem_123	Ssem	3.59	260	9	84	1	NA	NA	NA	NA
0	B124	SP_m_7	B	124	6	7.5	21	green	B_Spar_124	Spar	2.93	275	5	33	1	NA	NA	NA	NA
0	B125	Slep_m_122	B	125	6.5	7.5	3	orange	B_Slep_125	Slep	3.56	410	6	84	1	NA	NA	NA	NA
0	B126	SHOREABECCARINA_Sbec	B	126	7	7.5	0	white	B_Sbec_126	Sbec	4.17	320	4	84	1	NA	NA	NA	NA
0	B127	SS	B	127	7.5	7.5	15	red	B_Ssem_127	Ssem	2.9	210	9	84	1	NA	NA	NA	NA
0	B128	Sp_m_4	B	128	8	7.5	6	yellow	B_Spar_128	Spar	3.26	261	6	84	1	NA	NA	NA	NA
0	B129	Ssmi_Tawau	B	129	4.5	8	15	red	B_Ssmi_129	Ssmi	4.53	400	6	31	1	NA	NA	NA	NA
0	B130	DL_m_3	B	130	5	8	15	red	B_Dry_130	Dry	4.44	565	13	84	1	NA	NA	NA	NA
0	B131	Sp_m_1	B	131	5.5	8	0	white	B_Spar_131	Spar	4.19	328	7	84	1	NA	NA	NA	NA
0	B132	Ptom_3	B	132	6	8	9	black	B_Ptom_132	Ptom	4.24	241	4	48	1	NA	NA	NA	NA
0	B133	SP_m_5	B	133	6.5	8	9	black	B_Spar_133	Spar	4.34	430	16	84	1	NA	NA	NA	NA
0	B134	Sbec_Sfr	B	134	7	8	21	green	B_Sbec_134	Sbec	5.36	265	5	54	1	NA	NA	NA	NA
0	B135	DL_m_1	B	135	7.5	8	12	blue	B_Dry_135	Dry	6.57	505	12	84	1	NA	NA	NA	NA
0	B136	Pt_m_4	B	136	8	8	15	red	B_Ptom_136	Ptom	3.99	371	5	84	1	NA	NA	NA	NA
0	B137	DL_m_7	B	137	4.5	8.5	9	black	B_Dry_137	Dry	5.22	180	10	84	1	NA	NA	NA	NA
0	B138	Pm_m_5	B	138	5	8.5	18	silver	B_Pmal_138	Pmal	4	375	6	69	1	NA	NA	NA	NA
0	B139	9K_Sxan_29	B	139	5.5	8.5	21	green	B_Sxan_139	Sxan	3.33	161	5	35	1	NA	NA	NA	NA
0	B140	Pmal_1_RDC	B	140	6	8.5	3	orange	B_Pmal_140	Pmal	3.17	265	7	84	1	NA	NA	NA	NA
0	B141	12H_Slep_8	B	141	6.5	8.5	9	black	B_Slep_141	Slep	4.05	430	5	84	1	NA	NA	NA	NA
0	B142	9Q_Spar_10	B	142	7	8.5	18	silver	B_Spar_142	Spar	3.99	421	5	84	1	NA	NA	NA	NA
0	B143	9I_Ptom_5	B	143	7.5	8.5	18	silver	B_Ptom_143	Ptom	3.91	315	6	69	1	NA	NA	NA	NA
0	B144	SHOREABECCARINA_Sbec	B	144	8	8.5	12	blue	B_Sbec_144	Sbec	4.99	350	7	84	1	NA	NA	NA	NA
0	B145	Pt_m_1	B	145	4.5	9	12	blue	B_Ptom_145	Ptom	3.99	315	5	54	1	NA	NA	NA	NA
0	B146	Ptom_3	B	146	5	9	0	white	B_Ptom_146	Ptom	3.25	171	4	84	1	NA	NA	NA	NA
0	B147	SS	B	147	5.5	9	15	red	B_Ssem_147	Ssem	3.94	205	9	83	1	NA	NA	NA	NA
0	B148	DL_Tawau	B	148	6	9	12	blue	B_Dry_148	Dry	5.95	583	17	84	1	NA	NA	NA	NA
0	B149	12H_Slep_8	B	149	6.5	9	0	white	B_Slep_149	Slep	4.69	432	8	84	1	NA	NA	NA	NA
0	B150	Ssem_ou	B	150	7	9	3	orange	B_Ssem_150	Ssem	2.94	211	3	84	1	NA	NA	NA	NA
0	B151	SJ_m_10	B	151	7.5	9	21	green	B_Sjoh_151	Sjoh	3.34	228	5	84	1	NA	NA	NA	NA
0	B152	DL_Tawau	B	152	8	9	21	green	B_Dry_152	Dry	4.95	511	16	84	1	NA	NA	NA	NA
0	B153	SP_m_5	B	153	4.5	9.5	0	white	B_Spar_153	Spar	3.6	444	8	84	1	NA	NA	NA	NA
0	B154	Slep_1	B	154	5	9.5	3	orange	B_Slep_154	Slep	5.32	441	9	84	1	NA	NA	NA	NA
0	B155	SHOREABECCARINA_Sbec	B	155	5.5	9.5	6	yellow	B_Sbec_155	Sbec	5.79	371	7	84	1	NA	NA	NA	NA
0	B156	Ssmi_Tawau	B	156	6	9.5	3	orange	B_Ssmi_156	Ssmi	5.32	325	5	84	1	NA	NA	NA	NA
0	B157	SS	B	157	6.5	9.5	21	green	B_Ssem_157	Ssem	4.03	271	9	84	1	NA	NA	NA	NA
0	B158	SL_m_72	B	158	7	9.5	6	yellow	B_Slep_158	Slep	5.11	390	7	84	1	NA	NA	NA	NA
0	B159	Sbec_Sfr	B	159	7.5	9.5	9	black	B_Sbec_159	Sbec	4.29	250	4	84	1	NA	NA	NA	NA
0	B160	9K_Sxan_29	B	160	8	9.5	15	red	B_Sxan_160	Sxan	2.62	105	5	84	1	NA	NA	NA	NA
0	C1	Dl_m_4	C	1	9	0	0	white	C_Dry_1	Dry	5.52	540	18	84	1	NA	NA	NA	NA
0	C2	DL_Tawau	C	2	9.5	0	3	orange	C_Dry_2	Dry	4.69	540	15	84	1	NA	NA	NA	NA
0	C3	Pmal_1_RDC	C	3	10	0	6	yellow	C_Pmal_3	Pmal	3.2	250	8	84	1	NA	NA	NA	NA
0	C4	Ssmi_5	C	4	10.5	0	12	blue	C_Ssmi_4	Ssmi	5.19	420	6	84	1	NA	NA	NA	NA
0	C5	Pt_m_4	C	5	11	0	21	green	C_Ptom_5	Ptom	4.28	316	5	32	1	NA	NA	NA	NA
0	C6	Sbec_Sfr	C	6	11.5	0	12	blue	C_Sbec_6	Sbec	3.03	211	3	37	1	NA	NA	NA	NA
0	C7	ou_sxan_2	C	7	12	0	6	yellow	C_Sxan_7	Sxan	3.71	212	6	42	1	NA	NA	NA	NA
0	C8	9P_Spar_2	C	8	12.5	0	12	blue	C_Spar_8	Spar	2.49	181	7	33	1	NA	NA	NA	NA
0	C9	8K_SJoh_8	C	9	9	0.5	3	orange	C_Sjoh_9	Sjoh	3.36	311	4	84	1	NA	NA	NA	NA
0	C10	Pt_m_1	C	10	9.5	0.5	12	blue	C_Ptom_10	Ptom	4.09	325	5	14	1	NA	NA	NA	NA
0	C11	Ssmi_Tawau	C	11	10	0.5	9	black	C_Ssmi_11	Ssmi	4.69	384	7	84	1	NA	NA	NA	NA
0	C12	SP_m_5	C	12	10.5	0.5	0	white	C_Spar_12	Spar	3.31	370	5	84	1	NA	NA	NA	NA
0	C13	Ssmi_4	C	13	11	0.5	21	green	C_Ssmi_13	Ssmi	5.4	480	5	84	1	NA	NA	NA	NA
0	C14	12I_Slep_3	C	14	11.5	0.5	6	yellow	C_Slep_14	Slep	4.25	480	8	84	1	NA	NA	NA	NA
0	C15	Ptom_4	C	15	12	0.5	21	green	C_Ptom_15	Ptom	4.36	231	7	47	1	NA	NA	NA	NA
0	C16	Sp_m_3	C	16	12.5	0.5	9	black	C_Spar_16	Spar	3.34	341	9	84	1	NA	NA	NA	NA
0	C17	9H_Ssmi_4	C	17	9	1	3	orange	C_Ssmi_17	Ssmi	4.36	420	6	84	1	NA	NA	NA	NA
0	C18	Ptom_4	C	18	9.5	1	15	red	C_Ptom_18	Ptom	4.17	245	8	42	1	NA	NA	NA	NA
0	C19	Spar_1	C	19	10	1	18	silver	C_Spar_19	Spar	3.56	365	5	14	1	NA	NA	NA	NA
0	C20	11H_Sxan_1	C	20	10.5	1	15	red	C_Sxan_20	Sxan	4.31	220	6	34	1	NA	NA	NA	NA
0	C21	8m_Sxan_3	C	21	11	1	12	blue	C_Sxan_21	Sxan	4.69	400	9	48	1	NA	NA	NA	NA
0	C22	DL_Tawau	C	22	11.5	1	12	blue	C_Dry_22	Dry	4.35	495	12	84	1	NA	NA	NA	NA
0	C23	DL_m_3	C	23	12	1	6	yellow	C_Dry_23	Dry	4.37	422	7	84	1	NA	NA	NA	NA
0	C24	Ssmi_m_2	C	24	12.5	1	0	white	C_Ssmi_24	Ssmi	3.65	295	3	84	1	NA	NA	NA	NA
0	C25	8Pslep_2	C	25	9	1.5	3	orange	C_Slep_25	Slep	4.87	490	10	84	1	NA	NA	NA	NA
0	C26	DL_Tawau	C	26	9.5	1.5	18	silver	C_Dry_26	Dry	5.33	530	11	84	1	NA	NA	NA	NA
0	C27	Sbec_Sfr	C	27	10	1.5	21	green	C_Sbec_27	Sbec	4.08	290	3	84	1	NA	NA	NA	NA
0	C28	8K_SJoh_8	C	28	10.5	1.5	0	white	C_Sjoh_28	Sjoh	3.22	311	7	84	1	NA	NA	NA	NA
0	C29	SHOREABECCARINA_Sbec	C	29	11	1.5	15	red	C_Sbec_29	Sbec	4.88	352	8	77	1	NA	NA	NA	NA
0	C30	Sbec_Sfr	C	30	11.5	1.5	0	white	C_Sbec_30	Sbec	3.94	341	4	84	1	NA	NA	NA	NA
0	C31	SP_m_5	C	31	12	1.5	9	black	C_Spar_31	Spar	3.84	380	9	84	1	NA	NA	NA	NA
0	C32	Ssmi_5	C	32	12.5	1.5	15	red	C_Ssmi_32	Ssmi	4.18	234	3	66	1	NA	NA	NA	NA
0	C33	Ssmi_Tawau	C	33	9	2	6	yellow	C_Ssmi_33	Ssmi	5.19	455	5	84	1	NA	NA	NA	NA
0	C34	SJ_m_10	C	34	9.5	2	12	blue	C_Sjoh_34	Sjoh	4.39	341	7	84	1	NA	NA	NA	NA
0	C35	Slep_m_122	C	35	10	2	15	red	C_Slep_35	Slep	4.15	345	4	84	1	NA	NA	NA	NA
0	C36	9P_Slep_2	C	36	10.5	2	18	silver	C_Slep_36	Slep	2.95	245	7	56	1	NA	NA	NA	NA
0	C37	DL_m_7	C	37	11	2	15	red	C_Dry_37	Dry	4.78	490	15	84	1	NA	NA	NA	NA
0	C38	SS	C	38	11.5	2	18	silver	C_Ssem_38	Ssem	3.35	235	8	84	1	NA	NA	NA	NA
0	C39	SS	C	39	12	2	0	white	C_Ssem_39	Ssem	3.74	280	9	84	1	NA	NA	NA	NA
0	C40	S.Joh_m_7	C	40	12.5	2	15	red	C_Sjoh_40	Sjoh	4.36	339	6	66	1	NA	NA	NA	NA
0	C41	SL_m_114	C	41	9	2.5	21	green	C_Slep_41	Slep	4.48	482	9	84	1	NA	NA	NA	NA
0	C42	SHOREABECCARINA_Sbec	C	42	9.5	2.5	9	black	C_Sbec_42	Sbec	4.54	290	4	84	1	NA	NA	NA	NA
0	C43	9J_Ptom_14	C	43	10	2.5	6	yellow	C_Ptom_43	Ptom	2.8	140	3	84	1	NA	NA	NA	NA
0	C44	SS	C	44	10.5	2.5	3	orange	C_Ssem_44	Ssem	3.55	238	6	84	1	NA	NA	NA	NA
0	C45	9P_Slep_2	C	45	11	2.5	0	white	C_Slep_45	Slep	3.31	253	7	84	1	NA	NA	NA	NA
0	C46	8m_SJoh_9	C	46	11.5	2.5	9	black	C_Sjoh_46	Sjoh	3.89	320	4	84	1	NA	NA	NA	NA
0	C47	DL_m_6	C	47	12	2.5	0	white	C_Dry_47	Dry	2.23	292	3	84	1	NA	NA	NA	NA
0	C48	Ssmi_Tawau	C	48	12.5	2.5	12	blue	C_Ssmi_48	Ssmi	5.58	365	4	84	1	NA	NA	NA	NA
0	C49	Ptom_2_RDC	C	49	9	3	18	silver	C_Ptom_49	Ptom	4.34	260	7	31	1	NA	NA	NA	NA
0	C50	DL_m_1	C	50	9.5	3	9	black	C_Dry_50	Dry	4.76	471	1	44	1	NA	NA	NA	NA
0	C51	SL_m_6	C	51	10	3	12	blue	C_Slep_51	Slep	3.17	420	7	84	1	NA	NA	NA	NA
0	C52	Sp_m_3	C	52	10.5	3	15	red	C_Spar_52	Spar	3.86	340	11	84	1	NA	NA	NA	NA
0	C53	Ptom_3	C	53	11	3	6	yellow	C_Ptom_53	Ptom	3.61	185	5	41	1	NA	NA	NA	NA
0	C54	DL_Tawau	C	54	11.5	3	15	red	C_Dry_54	Dry	3.69	400	8	84	1	NA	NA	NA	NA
0	C55	9L_Pmal_7	C	55	12	3	12	blue	C_Pmal_55	Pmal	3.98	240	8	48	1	NA	NA	NA	NA
0	C56	SHOREABECCARINA_Sbec	C	56	12.5	3	18	silver	C_Sbec_56	Sbec	4.77	320	5	84	1	NA	NA	NA	NA
0	C57	SS	C	57	9	3.5	15	red	C_Ssem_57	Ssem	2.19	135	2	84	1	NA	NA	NA	NA
0	C58	Pmal_m_1	C	58	9.5	3.5	18	silver	C_Pmal_58	Pmal	3.45	355	6	72	1	NA	NA	NA	NA
0	C59	DL_m_2	C	59	10	3.5	18	silver	C_Dry_59	Dry	5.17	690	9	84	1	NA	NA	NA	NA
0	C60	Sbec_Sfr	C	60	10.5	3.5	3	orange	C_Sbec_60	Sbec	3.67	280	4	84	1	NA	NA	NA	NA
0	C61	8n_Sxan	C	61	11	3.5	0	white	C_Sxan_61	Sxan	3.21	135	5	84	1	NA	NA	NA	NA
0	C62	SS	C	62	11.5	3.5	12	blue	C_Ssem_62	Ssem	3.45	211	6	14	1	NA	NA	NA	NA
0	C63	Ssem_ou	C	63	12	3.5	21	green	C_Ssem_63	Ssem	4.41	305	4	84	1	NA	NA	NA	NA
0	C64	All_Ptom_4	C	64	12.5	3.5	3	orange	C_Ptom_64	Ptom	3.59	154	4	34	1	NA	NA	NA	NA
0	C65	SS	C	65	9	4	18	silver	C_Ssem_65	Ssem	1.84	105	6	53	1	NA	NA	NA	NA
0	C66	9H_Ssmi_4	C	66	9.5	4	18	silver	C_Ssmi_66	Ssmi	5.32	460	11	84	1	NA	NA	NA	NA
0	C67	8L_Pmal_9	C	67	10	4	9	black	C_Pmal_67	Pmal	3.42	245	5	84	1	NA	NA	NA	NA
0	C68	8L_Ptom_6	C	68	10.5	4	3	orange	C_Ptom_68	Ptom	2.08	120	1	84	1	NA	NA	NA	NA
0	C69	SJ_m_1	C	69	11	4	0	white	C_Sjoh_69	Sjoh	3.55	420	6	84	1	NA	NA	NA	NA
0	C70	Ssmi_4	C	70	11.5	4	0	white	C_Ssmi_70	Ssmi	6.29	480	7	84	1	NA	NA	NA	NA
0	C71	Pt_m_4	C	71	12	4	0	white	C_Ptom_71	Ptom	4.47	385	4	84	1	NA	NA	NA	NA
0	C72	SHOREABECCARINA_Sbec	C	72	12.5	4	0	white	C_Sbec_72	Sbec	4.41	290	3	84	1	NA	NA	NA	NA
0	C73	8K_SJoh_8	C	73	9	4.5	6	yellow	C_Sjoh_73	Sjoh	3.49	360	7	84	1	NA	NA	NA	NA
0	C74	12H_Pmal_1	C	74	9.5	4.5	21	green	C_Pmal_74	Pmal	3.12	135	3	14	1	NA	NA	NA	NA
0	C75	Sbec_Sfr	C	75	10	4.5	9	black	C_Sbec_75	Sbec	3.27	211	2	84	1	NA	NA	NA	NA
0	C76	SS	C	76	10.5	4.5	21	green	C_Ssem_76	Ssem	3.69	245	6	84	1	NA	NA	NA	NA
0	C77	Slep_m_2	C	77	11	4.5	9	black	C_Slep_77	Slep	3.38	355	7	84	1	NA	NA	NA	NA
0	C78	9P_Spar_2	C	78	11.5	4.5	3	orange	C_Spar_78	Spar	3.33	335	8	69	1	NA	NA	NA	NA
0	C79	Slep_1	C	79	12	4.5	12	blue	C_Slep_79	Slep	3.92	280	9	84	1	NA	NA	NA	NA
0	C80	8Pslep_2	C	80	12.5	4.5	6	yellow	C_Slep_80	Slep	5.44	475	15	84	1	NA	NA	NA	NA
0	C81	SJ_m_1	C	81	9	5	18	silver	C_Sjoh_81	Sjoh	3.73	370	7	39	1	NA	NA	NA	NA
0	C82	Sp_m_4	C	82	9.5	5	21	green	C_Spar_82	Spar	2.87	281	4	40	1	NA	NA	NA	NA
0	C83	Pmal_Tawau	C	83	10	5	15	red	C_Pmal_83	Pmal	4.68	325	7	84	1	NA	NA	NA	NA
0	C84	8m_Sxan_3	C	84	10.5	5	9	black	C_Sxan_84	Sxan	4.68	305	6	84	1	NA	NA	NA	NA
0	C85	SHOREABECCARINA_Sbec	C	85	11	5	18	silver	C_Sbec_85	Sbec	4.33	311	4	84	1	NA	NA	NA	NA
0	C86	Sxan_1	C	86	11.5	5	21	green	C_Sxan_86	Sxan	4.58	270	6	35	1	NA	NA	NA	NA
0	C87	All_Pmal_1	C	87	12	5	12	blue	C_Pmal_87	Pmal	4.18	260	5	48	1	NA	NA	NA	NA
0	C88	DL_Tawau	C	88	12.5	5	21	green	C_Dry_88	Dry	4.2	440	5	84	1	NA	NA	NA	NA
0	C89	Pmal_1_RDC	C	89	9	5.5	3	orange	C_Pmal_89	Pmal	4.4	345	6	84	1	NA	NA	NA	NA
0	C90	9K_Sxan_2	C	90	9.5	5.5	21	green	C_Sxan_90	Sxan	3.37	240	10	32	1	NA	NA	NA	NA
0	C91	9P_Spar_2	C	91	10	5.5	18	silver	C_Spar_91	Spar	3.71	300	7	31	1	NA	NA	NA	NA
0	C92	Pm_m_5	C	92	10.5	5.5	15	red	C_Pmal_92	Pmal	4.53	320	8	41	1	NA	NA	NA	NA
0	C93	SHOREABECCARINA_Sbec	C	93	11	5.5	21	green	C_Sbec_93	Sbec	4.63	311	4	38	1	NA	NA	NA	NA
0	C94	Ptom_m_3	C	94	11.5	5.5	15	red	C_Ptom_94	Ptom	4.6	370	10	84	1	NA	NA	NA	NA
0	C95	8n_Sxan	C	95	12	5.5	6	yellow	C_Sxan_95	Sxan	3.22	150	6	47	1	NA	NA	NA	NA
0	C96	DL_m_1	C	96	12.5	5.5	6	yellow	C_Dry_96	Dry	6.24	625	11	84	1	NA	NA	NA	NA
0	C97	9Q_Spar_10	C	97	9	6	0	white	C_Spar_97	Spar	3.26	240	5	84	1	NA	NA	NA	NA
0	C98	SS	C	98	9.5	6	0	white	C_Ssem_98	Ssem	3.76	190	8	84	1	NA	NA	NA	NA
0	C99	Sbec_Sfr	C	99	10	6	6	yellow	C_Sbec_99	Sbec	4.18	220	6	49	1	NA	NA	NA	NA
0	C100	Sxan_1	C	100	10.5	6	0	white	C_Sxan_100	Sxan	3.89	211	4	84	1	NA	NA	NA	NA
